id,input_text,generated_fopl,status,timestamp
479,A place is a forest if it is a large area covered with trees and undergrowth.,∀x (((LargeArea(x) ∧ CoveredWithTrees(x)) ∧ CoveredWithUndergrowth(x)) → Forest(x)),success,2025-12-15T14:44:53.278975+00:00
480,"A structure with multiple floors, connected by stairs or elevators, and designed for office or commercial use is called an office building.",∀x ((Structure(x) → ((MultipleFloors(x) ∧ ConnectedByStairsOrElevators(x)) ∧ DesignedForOfficeOrCommercialUse(x))) ∧ (((MultipleFloors(x) ∧ ConnectedByStairsOrElevators(x)) ∧ DesignedForOfficeOrCommercialUse(x)) → CalledOfficeBuilding(x))),success,2025-12-15T14:44:57.725719+00:00
481,"An electronic device that records and stores video footage, uses a lens to capture images, and often includes audio recording is a video camera.",∀x (ElectronicDevice(x) → ((RecordsAndStoresVideoFootage(x) ∧ UsesLensToCaptureImages(x)) ∧ IncludesAudioRecording(x))),success,2025-12-15T14:45:01.207174+00:00
482,An office has employees.,"∃x ∃y (Employee(y) ∧ Has(x,y))",success,2025-12-15T14:45:04.281617+00:00
483,"A communication technology that uses radio waves allows wireless data transfer, supports various devices, and has a specific range.",∀x (CommunicationTechnology(x) → (((UsesRadioWaves(x) ∧ AllowsWirelessDataTransfer(x)) ∧ SupportsVariousDevices(x)) ∧ HasSpecificRange(x))),success,2025-12-15T14:45:08.575633+00:00
484,"An alloy is created when two or more metallic elements are combined, resulting in a material with enhanced properties, such as increased strength or corrosion resistance.","∃y ∃z (((MetallicElement(x) ∧ MetallicElement(y)) → Created(Alloy(z),Combined(x,y))) ∧ (Created(Alloy(z),Combined(x,y)) → EnhancedProperties(z)))",success,2025-12-15T14:45:15.542902+00:00
485,Lions hunt prey and live in prides.,"(((Lion(x) ∧ Hunt(x,y)) ∧ Prey(y)) ∧ LiveIn(x,Pride))",success,2025-12-15T14:45:19.385548+00:00
486,"A tropical rainforest, characterized by high levels of rainfall and a warm, humid climate, contains a vast diversity of plant and animal species, making it one of the most biologically rich ecosystems on Earth.",∀x (((TropicalRainforest(x) → (HighRainfall(x) ∧ WarmHumidClimate(x))) ∧ (TropicalRainforest(x) → DiverseSpecies(x))) ∧ (TropicalRainforest(x) → BiologicallyRichEcosystem(x))),success,2025-12-15T14:45:27.217275+00:00
487,"A zoo houses various animal species, such as mammals like elephants and giraffes, reptiles like snakes and crocodiles, and birds like parrots and penguins.",∀x (Zoo(x) → (((((Mammal(Elephant) ∧ Mammal(Giraffe)) ∧ Reptile(Snake)) ∧ Reptile(Crocodile)) ∧ Bird(Parrot)) ∧ Bird(Penguin))),success,2025-12-15T14:45:34.930141+00:00
488,"If a place is a desert, then it is dry and has little rainfall.",∀x (Desert(x) → (Dry(x) ∧ LittleRainfall(x))),success,2025-12-15T14:45:38.583930+00:00
489,"Not every artwork is a painting or a sculpture, but some are installations.",(¬∀x (Painting(x) ∨ Sculpture(x)) ∧ ∃x Installation(x)),success,2025-12-15T14:45:42.988409+00:00
490,"In a solar system, planets orbit a star while moons orbit planets, and both types of celestial bodies are affected by the star's gravitational force.","∀m ∀p ∀s (((Orbit(p,s) ∧ Orbit(m,p)) ∧ AffectedByGravity(p,s)) ∧ AffectedByGravity(m,s))",success,2025-12-15T14:45:52.306676+00:00
491,"A park that features well-maintained green spaces, safe play areas for children, and accessible walking paths can be a popular destination for families and outdoor enthusiasts.",∀x (((FeaturesGreenSpaces(x) ∧ FeaturesPlayAreas(x)) ∧ FeaturesWalkingPaths(x)) → PopularDestination(x)),success,2025-12-15T14:45:58.042775+00:00
492,A film that is a comedy and has won an award is a successful comedy film.,∀x ((Comedy(x) ∧ WonAward(x)) → SuccessfulComedyFilm(x)),success,2025-12-15T14:46:01.522506+00:00
493,"An artwork is valuable if it is aesthetically pleasing, created by a renowned artist, and either rare or has historical significance.",∀x (((AestheticallyPleasing(x) ∧ CreatedByRenownedArtist(x)) ∧ (Rare(x) ∨ HasHistoricalSignificance(x))) → Valuable(x)),success,2025-12-15T14:46:06.538888+00:00
494,There is a dessert that is both sweet and sour.,∃x (Dessert(x) ∧ (Sweet(x) ∧ Sour(x))),success,2025-12-15T14:46:09.918920+00:00
495,"A square is a rectangle, but not every rectangle is a square.",∀x ((Square(x) → Rectangle(x)) ∧ (Rectangle(y) → ¬Square(y))),success,2025-12-15T14:46:14.630866+00:00
496,"If a celestial body is a planet, it orbits a star and has a spherical shape.","∀x (Planet(x) → (Orbits(x,y) ∧ SphericalShape(x)))",success,2025-12-15T14:46:18.315653+00:00
497,"An archaeologist excavates ancient sites, discovers artifacts, and studies the history and culture of past civilizations.","∃x ∃y ((Excavates(x,y) ∧ Discovers(x,z)) ∧ Studies(x,History(x),Culture(x)))",success,2025-12-15T14:46:25.996942+00:00
498,"A substance is considered a metal if it is solid, shiny, and conducts heat and electricity.",∀x ((((Solid(x) ∧ Shiny(x)) ∧ ConductsHeat(x)) ∧ ConductsElectricity(x)) → Metal(x)),success,2025-12-15T14:46:30.912149+00:00
499,"Mountains with an elevation above 8,000 meters are referred to as ""eight-thousanders.""","∀x ((Mountain(x) ∧ Above(Elevation(x),8000)) → EightThousander(x))",success,2025-12-15T14:46:34.289852+00:00
500,"Plants that receive proper care, including pruning and pest control, are more likely to thrive and produce higher yields.",∀x ((ReceivesProperCare(x) ∧ Thrive(x)) → ProducesHigherYields(x)),success,2025-12-15T14:46:38.283764+00:00
501,"An astronaut explores, a scientist researches, and a writer writes.",(((Astronaut(x) ∧ Explores(x)) ∧ (Scientist(x) ∧ Researches(x))) ∧ (Writer(x) ∧ Writes(x))),success,2025-12-15T14:46:42.686838+00:00
502,All rectangles have four sides and four right angles.,∀x (Rectangle(x) → (HasFourSides(x) ∧ HasFourRightAngles(x))),success,2025-12-15T14:46:45.655510+00:00
503,"A novel is fictional, while a documentary film presents facts and a poem expresses emotions.",(((Novel(x) → Fictional(x)) ∧ (DocumentaryFilm(y) → PresentsFacts(y))) ∧ (Poem(z) → ExpressesEmotions(z))),success,2025-12-15T14:46:51.391129+00:00
504,A garden has flowers and plants that require sunlight and water to grow.,((Garden(g) ∧ (RequiresWater(f) ∧ (Flower(f) ∧ RequiresSunlight(f)))) ∧ (RequiresWater(p) ∧ (Plant(p) ∧ RequiresSunlight(p)))),success,2025-12-15T14:46:57.228018+00:00
505,A planet with a thin atmosphere and temperatures below freezing point is unsuitable for supporting human life.,∀x ((ThinAtmosphere(x) ∧ BelowFreezing(x)) → UnsuitableForSupportingHumanLife(x)),success,2025-12-15T14:47:01.630050+00:00
506,Not every language is written or spoken.,∀x (Language(x) → ¬(Written(x) ∨ Spoken(x))),success,2025-12-15T14:47:05.111885+00:00
507,"All cells have a nucleus, except for prokaryotic cells.",(∀x ((Cell(x) ∧ HasNucleus(x)) → HasNucleus(x)) ∧ ∀y (ProkaryoticCell(y) → ¬HasNucleus(x))),success,2025-12-15T14:47:10.027001+00:00
508,"A lake contains fish, supports aquatic plants, and serves as a habitat for various species.","(Lake(x) → ((Contains(x,fish) ∧ Supports(x,aquatic_plants)) ∧ ServesAsHabitatFor(x,species)))",success,2025-12-15T14:47:16.171783+00:00
509,A place is considered a theater if it hosts live performances or movies.,∀x (Theater(x) → (HostsLivePerformances(x) ∨ HostsMovies(x))),success,2025-12-15T14:47:20.063237+00:00
510,An endangered species is protected by law to prevent its extinction.,∀x ((EndangeredSpecies(x) ∧ ProtectedByLaw(x)) → PreventExtinction(x)),success,2025-12-15T14:47:23.953807+00:00
511,A smartphone is user-friendly if it has an intuitive interface or useful features.,∀x ((Smartphone(x) → UserFriendly(x)) ∧ (Smartphone(x) → (IntuitiveInterface(x) ∨ UsefulFeatures(x)))),success,2025-12-15T14:47:28.869640+00:00
512,A flashlight is useful in dark places or during power outages.,((DarkPlace(y) ∨ PowerOutage()) → Useful(Flashlight)),success,2025-12-15T14:47:32.145598+00:00
513,A movie is thrilling when it has intense action scenes and a suspenseful atmosphere.,((IntenseActionScenes(m) ∧ SuspensefulAtmosphere(m)) → Thrilling(m)),success,2025-12-15T14:47:35.116182+00:00
514,"A food item that is made from grains, is typically baked, and is a staple in many cultures is bread.",(((MadeFromGrains(x) ∧ TypicallyBaked(x)) ∧ StapleInManyCultures(x)) → IsBread(x)),success,2025-12-15T14:47:39.927723+00:00
515,"A bird can fly and build nests, while an insect can crawl and sometimes fly as well.",((CanFly(x) ∧ BuildNests(x)) ∧ (Crawl(y) ∧ CanFly(y))),success,2025-12-15T14:47:44.025069+00:00
516,"Mountains experience snowfall, have steep slopes, and attract hikers.","∀x ((Experiences(x,Snowfall) ∧ HasSteepSlopes(x)) ∧ Attracts(x,y))",success,2025-12-15T14:47:48.228200+00:00
517,"A place is considered a gymnasium if it is a facility equipped for physical exercise, sports, and other forms of fitness training.","∀x (Facility(x) → ((EquippedFor(x,PhysicalExercise) ∧ EquippedFor(x,Sports)) ∧ EquippedFor(x,FitnessTraining)))",success,2025-12-15T14:47:53.274356+00:00
518,An area with a large concentration of trees and plants that absorb carbon dioxide and produce oxygen is called a carbon sink.,∀x ((((LargeConcentration(x) ∧ Trees(x)) ∧ AbsorbCarbonDioxide(x)) ∧ ProduceOxygen(x)) → CarbonSink(x)),success,2025-12-15T14:47:58.465616+00:00
519,"If a person is a teacher, they have a teaching degree and work at an educational institution.","∀x (Teacher(x) → (Teacher(x) ∧ (HasTeachingDegree(x) ∧ WorksAt(x,y))))",success,2025-12-15T14:48:02.456201+00:00
520,"A cooking class can teach students how to prepare vegan or gluten-free dishes, but not if the class is focused on traditional cuisine or if it's a baking class.","∃s ((CookingClass(c) ∧ Teaches(c,s)) ∧ ¬(FocusedOnTraditionalCuisine(c) ∨ BakingClass(c)))",success,2025-12-15T14:48:09.625206+00:00
521,All apples are fruits.,∀x (Apple(x) → Fruit(x)),success,2025-12-15T14:48:12.493144+00:00
522,"A building x is a museum if it is dedicated to the collection, preservation, interpretation, and display of objects of artistic, cultural, or scientific importance.",∀x ((((Collection(x) ∧ Preservation(x)) ∧ Interpretation(x)) ∧ ((ArtisticImportance(x) ∨ CulturalImportance(x)) ∨ ScientificImportance(x))) → Museum(x)),success,2025-12-15T14:48:19.046465+00:00
523,"A device is a smartphone if it can make phone calls, send messages, and access the internet.",∀x (Device(x) → ((CanMakePhoneCalls(x) ∧ CanSendMessages(x)) ∧ CanAccessInternet(x))),success,2025-12-15T14:48:22.834952+00:00
524,"A fruit is a berry if it has a fleshy exocarp, multiple seeds, and is derived from a single ovary.",∀x (Fruit(x) → ((FleshyExocarp(x) ∧ MultipleSeeds(x)) ∧ DerivedFromSingleOvary(x))),success,2025-12-15T14:48:27.445214+00:00
525,A medication treats a specific medical condition if it targets the underlying cause or alleviates the symptoms of that condition.,"∃m ((Targets(m,UnderlyingCause) ∨ Alleviates(m,Symptoms)) → MedicalCondition(c))",success,2025-12-15T14:48:32.153216+00:00
526,"A mathematical operation is either addition or subtraction, but not both.",((MathematicalOperation(x) ∧ (Addition(x) ∨ Subtraction(x))) ∧ ¬(Addition(x) ∧ Subtraction(x))),success,2025-12-15T14:48:36.763851+00:00
527,"If a person is a dentist, they diagnose and treat dental problems.",∀x (Dentist(x) → (Diagnose(x) ∧ Treat(x))),success,2025-12-15T14:48:40.448100+00:00
528,Countries have capitals.,"∀x ((Country(x) ∧ Capital(y)) ∧ HasCapital(x,y))",success,2025-12-15T14:48:44.032419+00:00
529,A bicycle has two wheels and is powered by pedals.,(Bicycle(x) ∧ (HasTwoWheels(x) ∧ PoweredByPedals(x))),success,2025-12-15T14:48:47.205386+00:00
530,"A game is engaging if it has an interesting storyline, challenging gameplay, and immersive graphics.",∀x (((InterestingStoryline(x) ∧ ChallengingGameplay(x)) ∧ ImmersiveGraphics(x)) → Engaging(x)),success,2025-12-15T14:48:51.200435+00:00
531,A vehicle that is primarily powered by an electric motor and has a rechargeable battery system is considered an electric vehicle.,((PoweredByElectricMotor(x) ∧ HasRechargeableBatterySystem(x)) → ElectricVehicle(x)),success,2025-12-15T14:48:54.373500+00:00
532,"A triangle has three sides and three angles, while a square has four sides and four right angles.",((HasThreeSides(x) ∧ HasThreeAngles(x)) ∧ (HasFourSides(y) ∧ HasFourRightAngles(y))),success,2025-12-15T14:49:00.313714+00:00
533,Mammals give birth to live offspring and provide nourishment through the secretion of milk from mammary glands.,∀x (Mammal(x) → ((GivesBirthToLiveOffspring(x) ∧ ProvidesNourishment(x)) ∧ SecretionOfMilk(x))),success,2025-12-15T14:49:04.685973+00:00
534,"A mobile app gains popularity when it offers user-friendly navigation, practical functionality, and regular updates, but not if it's plagued with bugs.",∀app ((((OffersUserFriendlyNavigation(app) ∧ OffersPracticalFunctionality(app)) ∧ OffersRegularUpdates(app)) → GainsPopularity(app)) ∧ ¬PlaguedWithBugs(app)),success,2025-12-15T14:49:09.612579+00:00
535,"Trees provide shade, oxygen, and habitat for various creatures.",∀x (Tree(x) → (((ProvidesShade(x) ∧ ProvidesOxygen(x)) ∧ ProvidesHabitat(x)) ∧ VariousCreatures(x))),success,2025-12-15T14:49:14.445019+00:00
536,"An architectural style that is characterized as Gothic features pointed arches, ribbed vaults, and flying buttresses.","∀x (Gothic(x) → ((Features(x,PointedArches) ∧ Features(x,RibbedVaults)) ∧ Features(x,FlyingButtresses)))",success,2025-12-15T14:49:19.463652+00:00
537,"A candidate is suitable for a job if they possess relevant experience, have strong communication skills, or demonstrate adaptability.","∀x ((Candidate(x) → SuitableFor(x,Job)) ∧ (Candidate(x) → ((PossessRelevantExperience(x) ∨ StrongCommunicationSkills(x)) ∨ DemonstrateAdaptability(x))))",success,2025-12-15T14:49:24.275903+00:00
538,"A television displays video content, while a radio broadcasts audio content and doesn't display video content.","∃x (((Displays(x,VideoContent) ∧ Radio(x)) ∧ Broadcasts(x,AudioContent)) ∧ ¬Displays(x,VideoContent))",success,2025-12-15T14:49:30.830521+00:00
539,Countries that are landlocked do not have a coastline.,∀x (Landlocked(x) → ¬HasCoastline(x)),success,2025-12-15T14:49:33.900925+00:00
540,"A spacecraft that can travel at high speeds, has a long operational lifespan, and utilizes advanced propulsion technology is suitable for long-duration space missions.",∀x (((CanTravelAtHighSpeeds(x) ∧ HasLongOperationalLifespan(x)) ∧ UtilizesAdvancedPropulsionTechnology(x)) → SuitableForLongDurationSpaceMissions(x)),success,2025-12-15T14:49:38.408976+00:00
541,A planet x sustains life form y if it has a stable environment z that provides suitable conditions for y to survive and thrive.,"∀y ∀x ((StableEnvironment(z) ∧ ProvidesConditions(z,y)) → Sustains(x,y))",success,2025-12-15T14:49:45.574985+00:00
542,"An art piece that uses visual elements, digital techniques, and interactive components is a multimedia artwork.","∀x (((Uses(x,VisualElements) ∧ Uses(x,DigitalTechniques)) ∧ Uses(x,InteractiveComponents)) → MultimediaArtwork(x))",success,2025-12-15T14:49:50.185035+00:00
543,"A prism disperses light into its constituent colors by refracting the different wavelengths of light at varying angles, creating a spectrum.","∀x ∃y (((((Light(y) ∧ ConstituentColors(y,z)) ∧ Refracts(y,z)) ∧ DifferentWavelengths(y)) ∧ VaryingAngles(z)) ∧ Creates(x,w))",success,2025-12-15T14:49:56.634925+00:00
544,"In a gym, people exercise, trainers give guidance, and equipment is available for use.",((Gym(x) ∧ Exercise(x)) ∧ (GivesGuidance(y) ∧ AvailableForUse(z))),success,2025-12-15T14:50:02.368494+00:00
545,A restaurant is popular if it has a high rating or is frequently visited.,∀x (Popular(x) → (Restaurant(x) → (HighRating(x) ∨ FrequentlyVisited(x)))),success,2025-12-15T14:50:06.464691+00:00
546,"A musical genre that originated in African American communities, features improvisation, and incorporates syncopation is often referred to as jazz.","∀x (((OriginatedIn(x,AfricanAmericanCommunities) ∧ Features(x,Improvisation)) ∧ Incorporates(x,Syncopation)) → ReferredToAs(x,Jazz))",success,2025-12-15T14:50:10.765518+00:00
547,A film that has won awards for both acting and directing is a critically acclaimed film.,∀x ((WonAwardsForActing(x) ∧ WonAwardsForDirecting(x)) → CriticallyAcclaimedFilm(x)),success,2025-12-15T14:50:14.553745+00:00
548,A smartphone requires charging.,∀x (Smartphone(x) → RequiresCharging(x)),success,2025-12-15T14:50:20.493158+00:00
549,"A novel that explores thought-provoking themes, features memorable characters, and demonstrates exceptional writing can captivate readers and garner critical acclaim.",∀x ((((ExploresThemes(x) ∧ FeaturesCharacters(x)) ∧ DemonstratesWriting(x)) → CaptivatesReaders(x)) → GarnersAcclaim(x)),success,2025-12-15T14:50:26.740068+00:00
550,A type of exercise equipment can be either for cardio or strength training.,∃x (ExerciseEquipment(x) → (ForCardio(x) ∨ ForStrengthTraining(x))),success,2025-12-15T14:50:29.925171+00:00
551,"A predator successfully hunts its prey if it can detect, chase, and capture the target.","∀x ((Predator(x) ∧ Prey(y)) → (((CanDetect(x,y) ∧ CanChase(x,y)) ∧ CanCapture(x,y)) → SuccessfullyHunts(x,y)))",success,2025-12-15T14:50:35.546508+00:00
552,"A scientist conducts research, writes a paper, and presents the findings at a conference.",(Scientist(x) → ((ConductsResearch(x) ∧ WritesPaper(x)) ∧ PresentsFindings(x))),success,2025-12-15T14:50:39.232888+00:00
553,A food is considered spicy if it contains hot flavors.,∀x (ContainsHotFlavors(x) → ConsideredSpicy(x)),success,2025-12-15T14:50:42.612098+00:00
554,A bakery sells cookies and muffins.,"∃x (Sells(x,Cookies) ∧ Sells(x,Muffins))",success,2025-12-15T14:50:46.810413+00:00
555,Rainy weather leads to wet roads.,(RainyWeather(x) → WetRoads(x)),success,2025-12-15T14:50:49.780960+00:00
556,"Dogs are domesticated animals, while wolves are wild animals.",((Dog(x) → DomesticatedAnimal(x)) ∧ (Wolf(y) → WildAnimal(y))),success,2025-12-15T14:50:53.875702+00:00
557,"Architects design buildings, engineers construct buildings, and owners maintain buildings.","∀x ((((Architect(x) ∧ Designs(x,y)) ∧ Building(y)) ∧ (Engineer(x) ∧ Constructs(x,y))) ∧ (Owner(x) ∧ Maintains(x,y)))",success,2025-12-15T14:51:00.942074+00:00
558,A scientist who specializes in the study of weather patterns and atmospheric conditions is a meteorologist.,"∀x ((SpecializesIn(x,WeatherPatterns) ∧ SpecializesIn(x,AtmosphericConditions)) → Meteorologist(x))",success,2025-12-15T14:51:04.833176+00:00
559,Rainy weather can cause wet roads.,∀x (RainyWeather(x) → WetRoads(x)),success,2025-12-15T14:51:07.291285+00:00
560,An animal that primarily consumes plant material is called an herbivore.,"∀x (PrimarilyConsumes(x,PlantMaterial) → Herbivore(x))",success,2025-12-15T14:51:10.159033+00:00
561,A liquid is considered viscous if it has a high resistance to flow.,∀x (HighResistanceToFlow(x) → Viscous(x)),success,2025-12-15T14:51:13.434951+00:00
562,"A bus is a large vehicle that can transport multiple passengers, a motorcycle is a two-wheeled vehicle for one or two people, and a truck is a vehicle designed for transporting cargo.","((((Bus(x) ∧ LargeVehicle(x)) ∧ CanTransport(x,y)) ∧ ((Motorcycle(x) ∧ TwoWheeledVehicle(x)) ∧ ForOneOrTwoPeople(x))) ∧ (Truck(x) ∧ DesignedForTransportingCargo(x)))",success,2025-12-15T14:51:23.265906+00:00
563,A mountain with snow is suitable for skiing or snowboarding.,∀x (MountainWithSnow(x) → (SuitableForSkiing(x) ∨ SuitableForSnowboarding(x))),success,2025-12-15T14:51:26.547759+00:00
564,Dogs can bark or growl.,∀x (Dog(x) → (Bark(x) ∨ Growl(x))),success,2025-12-15T14:51:29.511115+00:00
565,A snake can be venomous if it has fangs and venom glands.,∀x ((HasFangs(x) ∧ HasVenomGlands(x)) → Venomous(x)),success,2025-12-15T14:51:33.041431+00:00
566,A bird can fly if it doesn't have broken wings.,∀x (¬BrokenWings(x) → CanFly(x)),success,2025-12-15T14:51:36.197080+00:00
567,"When a bird migrates, it travels to different regions depending on the season.","∀x ((Migrates(x) → TravelsTo(x,y)) → (DifferentRegions(y) ∧ Season(s)))",success,2025-12-15T14:51:41.802325+00:00
568,Cities with international airports attract tourists and business travelers.,"∀x ∃y ((InternationalAirport(x) ∧ Attracts(x,y)) ∧ (Tourist(y) ∧ BusinessTraveler(y)))",success,2025-12-15T14:51:46.816811+00:00
569,A vehicle is considered a car if it is primarily designed for transporting passengers and typically has four wheels.,∀x ((PrimarilyDesignedForTransportingPassengers(x) ∧ TypicallyHasFourWheels(x)) → Car(x)),success,2025-12-15T14:51:50.714824+00:00
570,"A microwave heats food using electromagnetic waves, while an oven cooks food with heat from gas or electricity.","((Uses(x,ElectromagneticWaves()) ∧ (Heats(x,y) ∧ Food(y))) ∧ (Cooks(z,y) ∧ WithHeat(z,GasOrElectricity())))",success,2025-12-15T14:51:55.829454+00:00
571,A smartphone connects to a Wi-Fi network with the correct password.,"((Smartphone(x) ∧ ConnectsTo(x,y)) ∧ (WiFiNetwork(y) ∧ HasCorrectPassword(y)))",success,2025-12-15T14:51:59.515297+00:00
572,A book is a bestseller if it sells a large number of copies and receives positive reviews.,∀x ((SellsLargeNumberOfCopies(x) ∧ ReceivesPositiveReviews(x)) → Bestseller(x)),success,2025-12-15T14:52:03.034049+00:00
573,"When a store is open, customers can enter and make purchases.",∀c ∀s (Open(s) → (CanEnter(c) ∧ MakePurchase(c))),success,2025-12-15T14:52:06.331420+00:00
574,Refrigerators keep food cold to slow down bacterial growth.,"∀x ((Keeps(x,Food) ∧ Cold(Food)) → SlowsDown(BacterialGrowth))",success,2025-12-15T14:52:09.960333+00:00
575,"A bird that can mimic various sounds, communicate through vocalizations, and is known for its complex songs is called a songbird.","((((Bird(x) ∧ CanMimic(x)) ∧ CanCommunicate(x)) ∧ KnownForComplexSongs(x)) → Called(x,Songbird))",success,2025-12-15T14:52:13.646580+00:00
576,Some insects are not harmful to plants.,∃x (Insect(x) ∧ ¬HarmfulToPlants(x)),success,2025-12-15T14:52:16.719084+00:00
577,Cinema is a form of visual storytelling through moving images.,"IsA(Cinema,VisualStorytelling)",success,2025-12-15T14:52:19.074592+00:00
578,Triangles have three sides.,∀x (Triangle(x) → HasThreeSides(x)),success,2025-12-15T14:52:22.167200+00:00
579,A person is considered a programmer if they can write computer code.,∀x (Person(x) ∧ (CanWriteCode(x) → Programmer(x))),success,2025-12-15T14:52:25.421983+00:00
580,"Sculptures can be made from materials such as stone, wood, or metal, while paintings are made using pigments on surfaces like canvas or paper.","(∃y ((Sculpture(x) ∧ (Stone(y) ∨ (Wood(y) ∨ Metal(y)))) ∧ CanBeMadeFrom(x,y)) ∧ ∃z (((Painting(z) ∧ Pigment(y)) ∧ (Canvas(y) ∨ Paper(y))) ∧ MadeUsing(z,y)))",success,2025-12-15T14:52:34.126858+00:00
581,"Mercury is closer to the sun than Earth, Venus has a thick atmosphere, and Mars has the tallest volcano in the solar system.","((GreaterThan(Mercury,Sun) ∧ ThickAtmosphere(Venus)) ∧ TallestVolcano(Mars))",success,2025-12-15T14:52:39.962378+00:00
582,"A vaccine provides immunity against a specific disease, which helps in preventing its spread among the population.","∃v ∃d (ProvidesImmunity(v,d) → HelpsPreventSpread(v,d))",success,2025-12-15T14:52:45.083901+00:00
583,Countries with a democratic government tend to respect human rights more than those with authoritarian regimes.,"∀x (DemocraticGovernment(x) → GreaterThan(RespectHumanRights(x),RespectHumanRights(y)))",success,2025-12-15T14:52:49.793199+00:00
584,A restaurant offers outdoor seating if it has a patio or a terrace that can accommodate customers.,∀r ((HasPatio(r) ∨ HasTerrace(r)) → OffersOutdoorSeating(r)),success,2025-12-15T14:52:53.360812+00:00
585,A museum displays artifacts and may host temporary exhibitions.,"∀x ∃y ∃z ((Displays(x,y) ∧ Artifact(y)) ∧ Hosts(x,z))",success,2025-12-15T14:52:57.436975+00:00
586,"A hammer is a tool, used for driving nails, and has a metal head.",((Tool(hammer) ∧ UsedForDrivingNails(hammer)) ∧ HasMetalHead(hammer)),success,2025-12-15T14:53:00.136618+00:00
587,"A person who writes, directs, produces, and sometimes acts in theatrical performances, such as plays and musicals, is a playwright.",∀x ((((Writes(x) ∧ Directs(x)) ∧ Produces(x)) ∧ Acts(x)) → TheatricalPerformance(x)),success,2025-12-15T14:53:06.126717+00:00
588,"Researchers study a range of topics, including natural sciences or social sciences, and publish their findings in academic journals or present at conferences.","∀x ∃y ((Topic(y) → (NaturalScience(y) ∨ SocialScience(y))) ∧ (Publishes(x,z) ∨ Presents(x,w)))",success,2025-12-15T14:53:12.629566+00:00
589,"Some marine animals, like dolphins and whales, are mammals that live in the ocean and breathe air.","∃x (MarineAnimal(x) ∧ ((Mammal(x) ∧ LivesIn(x,Ocean)) ∧ Breathes(x,Air)))",success,2025-12-15T14:53:16.658238+00:00
590,"A dessert is sweet and either cold or hot, but not both.",(((Dessert(x) ∧ Sweet(x)) ∧ (Cold(x) ∨ Hot(x))) ∧ (Cold(x) ⊕ Hot(x))),success,2025-12-15T14:53:20.720449+00:00
591,Rain occurs when clouds are full and air pressure drops.,"((CloudsFull(x) ∧ AirPressureDrops(y)) → RainOccurs(x,y))",success,2025-12-15T14:53:24.201246+00:00
592,All plants that produce flowers and have seeds enclosed in a fruit are classified as angiosperms.,∀x ((ProducesFlowers(x) ∧ HasSeedsEnclosedInFruit(x)) → Angiosperm(x)),success,2025-12-15T14:53:27.682507+00:00
593,"A movie is a blockbuster if it has a large budget, high box office revenue, and positive reviews.",∀x (((LargeBudget(x) ∧ HighBoxOfficeRevenue(x)) ∧ PositiveReviews(x)) → Movie(x)),success,2025-12-15T14:53:32.819080+00:00
594,A food is considered spicy if it contains chili peppers or hot sauce.,"∀x (Food(x) → (Contains(x,ChiliPeppers) ∨ Contains(x,HotSauce)))",success,2025-12-15T14:53:36.385810+00:00
595,"Tea and coffee are popular beverages that contain caffeine, but tea typically has less caffeine than coffee.","∀x ((((Popular(x) ∧ Beverage(x)) ∧ ContainsCaffeine(x)) ∧ ((Popular(y) ∧ Beverage(y)) ∧ ContainsCaffeine(y))) ∧ LessCaffeine(x,y))",success,2025-12-15T14:53:43.042856+00:00
596,A cat is a type of mammal.,∀x (Cat(x) → Mammal(x)),success,2025-12-15T14:53:45.544307+00:00
597,"A rainbow appears when sunlight is refracted, reflected, and dispersed by water droplets in the air, creating a spectrum of colors.","((((Refracted(x,y) ∧ Reflected(x,y)) ∧ Dispersed(x,y)) ∧ InAir(y)) → Appears(Rainbow))",success,2025-12-15T14:53:51.440308+00:00
598,A vacuum cleaner removes dirt and dust from surfaces by creating suction with a motor.,"((((Removes(x,Dirt) ∧ Removes(x,Dust)) ∧ From(x,Surfaces)) ∧ CreatesSuction(x,y)) ∧ With(x,Motor))",success,2025-12-15T14:53:56.663536+00:00
599,"A flight connects two cities, departing from one airport and arriving at another, operated by an airline.","∃c1 ∃f (((((Flight(f) ∧ City(c1)) ∧ City(c2)) ∧ OperatedBy(f,airline)) ∧ DepartsFrom(f,a1)) ∧ ArrivesAt(f,a2))",success,2025-12-15T14:54:04.344720+00:00
600,A device is considered wireless if it doesn't require a physical connection to function.,∀x (¬RequiresPhysicalConnection(x) → Wireless(x)),success,2025-12-15T14:54:07.516846+00:00
601,Every odd number is not divisible by 2.,"∀x (OddNumber(x) → ¬DivisibleBy(x,2))",success,2025-12-15T14:54:10.691762+00:00
602,"A mountain is higher than a hill, a hill is higher than a valley, and a valley is not higher than a mountain.","((GreaterThan(m,h) ∧ GreaterThan(h,v)) ∧ (v ≠ m))",success,2025-12-15T14:54:14.992373+00:00
603,"If a person is a scientist, they either conduct experiments or analyze data.",∀x (Scientist(x) → (ConductsExperiments(x) ∨ AnalyzesData(x))),success,2025-12-15T14:54:18.678056+00:00
604,"A building is considered earthquake-resistant if it has a strong foundation, flexible structural elements, and is designed to withstand ground motion.",∀b (Building(b) → ((StrongFoundation(b) ∧ FlexibleStructuralElements(b)) ∧ DesignedToWithstandGroundMotion(b))),success,2025-12-15T14:54:26.870339+00:00
