id,nl,fopl_input,fopl_output,status,timestamp
561,A liquid is considered viscous if it has a high resistance to flow.,∀x (Liquid(x) ∧ HighResistanceToFlow(x) → Viscous(x)),∀x (Liquid(x) ∧ ¬HighResistanceToFlow(x) → Viscous(x)),success,2026-03-26T05:00:25.414131+00:00
562,"A bus is a large vehicle that can transport multiple passengers, a motorcycle is a two-wheeled vehicle for one or two people, and a truck is a vehicle designed for transporting cargo.",∀x ∀y ∀z (Bus(x) → (LargeVehicle(x) ∧ TransportsMultiplePassengers(x))) ∧ (Motorcycle(y) → (TwoWheeledVehicle(y) ∧ TransportsOneOrTwoPeople(y))) ∧ (Truck(z) → TransportsCargo(z)),∀x1 ∀y1 ∀z1 (Bus(x1) → (LargeVehicle(x1) ∧ TransportsMultiplePassengers(x1))) ∧ (Motorcycle(y1) → (TwoWheeledVehicle(y1) ∧ TransportsOneOrTwoPeople(y1))) ∧ (Truck(z1) → TransportsCargo(z1)),success,2026-03-26T05:00:26.195256+00:00
563,A mountain with snow is suitable for skiing or snowboarding.,∀x (Mountain(x) ∧ HasSnow(x) → SuitableForSkiing(x) ∨ SuitableForSnowboarding(x)),∀x (Mountain(x) ∧ HasSnow(x) → (SuitableForSkiing(x) ∨ SuitableForSnowboarding(x))),success,2026-03-26T05:00:27.008212+00:00
564,Dogs can bark or growl.,∀x (Dog(x) → (Bark(x) ∨ Growl(x))),∀x1 (Dog(x1) → (Bark(x1) ∨ Growl(x1))),success,2026-03-26T05:00:27.730925+00:00
565,A snake can be venomous if it has fangs and venom glands.,∀x (Snake(x) ∧ HasFangs(x) ∧ HasVenomGlands(x) → Venomous(x)),∀x (Snake(x) ∧ HasFangs(x) ∧ HasVenomGlands(x) → Venomous(x)),success,2026-03-26T05:00:28.550823+00:00
566,A bird can fly if it doesn't have broken wings.,∀x (Bird(x) ∧ ¬BrokenWings(x) → CanFly(x)),∀x (Bird(x) ∧ ¬BrokenWings(x) → CanFly(x)),success,2026-03-26T05:00:29.369196+00:00
567,"When a bird migrates, it travels to different regions depending on the season.",∀x (Bird(x) ∧ Migrates(x) → TravelsToDifferentRegionsDependingOnSeason(x)),∃x (Bird(x) ∧ Migrates(x) → TravelsToDifferentRegionsDependingOnSeason(x)),success,2026-03-26T05:00:30.041359+00:00
568,Cities with international airports attract tourists and business travelers.,"∀x ∀y ∀z (City(x) ∧ InternationalAirport(y) ∧ LocatedIn(y, x) → (Attracts(x, z) ∧ (Tourist(z) ∨ BusinessTraveler(z))))","∀x1 ∀y1 ∀z1 (City(x1) ∧ InternationalAirport(y1) ∧ LocatedIn(y1, x1) → (Attracts(x1, z1) ∧ (Tourist(z1) ∨ BusinessTraveler(z1))))",success,2026-03-26T05:00:30.831327+00:00
569,A vehicle is considered a car if it is primarily designed for transporting passengers and typically has four wheels.,∀x (Vehicle(x) ∧ DesignedForTransportingPassengers(x) ∧ TypicallyHasFourWheels(x) → Car(x)),∀x (Vehicle(x) ∧ DesignedForTransportingPassengers(x) ∧ TypicallyHasFourWheels(x) → Car(x)),success,2026-03-26T05:00:31.519333+00:00
570,"A microwave heats food using electromagnetic waves, while an oven cooks food with heat from gas or electricity.",∀x∀y (Microwave(x) ∧ Oven(y) → (HeatsFoodWithElectromagneticWaves(x) ∧ CooksFoodWithHeat(y))),∀x1∀x2 (Microwave(x1) ∧ Oven(x2) → (HeatsFoodWithElectromagneticWaves(x1) ∧ CooksFoodWithHeat(x2))),success,2026-03-26T05:00:32.344886+00:00
571,A smartphone connects to a Wi-Fi network with the correct password.,"∀x∀y (Smartphone(x) ∧ WiFiNetwork(y) ∧ CorrectPassword(x, y) → Connects(x, y))","∀x1∀x2 (Smartphone(x1) ∧ WiFiNetwork(x2) ∧ CorrectPassword(x1, x2) → Connects(x1, x2))",success,2026-03-26T05:00:33.257990+00:00
572,A book is a bestseller if it sells a large number of copies and receives positive reviews.,∀x (Book(x) ∧ SellsLargeNumberOfCopies(x) ∧ ReceivesPositiveReviews(x) → Bestseller(x)),∀x (Book(x) ∧ SellsLargeNumberOfCopies(x) ∧ ReceivesPositiveReviews(x) → Bestseller(x)),success,2026-03-26T05:00:33.977253+00:00
573,"When a store is open, customers can enter and make purchases.","∀x∀y (Store(x) ∧ Open(x) → (Customer(y) ∧ CanEnter(y, x) ∧ CanPurchase(y, x)))","∀x∀y (Store(x) ∧ Open(x) → (Customer(y) ∧ CanEnter(y, x) ∧ CanPurchase(y, x)))",success,2026-03-26T05:00:34.640387+00:00
574,Refrigerators keep food cold to slow down bacterial growth.,"∀x ∀y (Refrigerator(x) ∧ Food(y) ∧ KeepsCold(x, y) → SlowsDownBacterialGrowth(y))","∀x ∀y (Refrigerator(x) ∧ Food(y) ∧ KeepsCold(x, y) → SlowsDownBacterialGrowth(y))",success,2026-03-26T05:00:35.306947+00:00
575,"A bird that can mimic various sounds, communicate through vocalizations, and is known for its complex songs is called a songbird.",∀x (Bird(x) ∧ MimicsSounds(x) ∧ CommunicatesThroughVocalizations(x) ∧ KnownForComplexSongs(x) → Songbird(x)),∀x (Bird(x) ∧ MimicsSounds(x) ∧ CommunicatesThroughVocalizations(x) ∧ KnownForComplexSongs(x) → Songbird(x)),success,2026-03-26T05:00:36.127920+00:00
576,Some insects are not harmful to plants.,∃x (Insect(x) ∧ ¬HarmfulToPlants(x)),∃x1 (Insect(x1) ∧ ¬HarmfulToPlants(x1)),success,2026-03-26T05:00:36.841790+00:00
577,Cinema is a form of visual storytelling through moving images.,∀x (Cinema(x) → (VisualStorytelling(x) ∧ MovingImages(x))),∃x (Cinema(x) → (VisualStorytelling(x) ∧ MovingImages(x))),success,2026-03-26T05:00:37.486355+00:00
578,Triangles have three sides.,"∀x (Triangle(x) → HasSides(x, 3))","∀x1 (Triangle(x1) → HasSides(x1, 3))",success,2026-03-26T05:00:38.175910+00:00
579,A person is considered a programmer if they can write computer code.,∀x (Person(x) ∧ CanWriteCode(x) → Programmer(x)),∀x1 (Person(x1) ∧ CanWriteCode(x1) → Programmer(x1)),success,2026-03-26T05:00:38.801801+00:00
580,"Sculptures can be made from materials such as stone, wood, or metal, while paintings are made using pigments on surfaces like canvas or paper.",∀x ∀y (Sculpture(x) → (MadeFromStone(x) ∨ MadeFromWood(x) ∨ MadeFromMetal(x))) ∧ (Painting(y) → (MadeWithPigments(y) ∧ (OnCanvas(y) ∨ OnPaper(y)))),∀x ∀y (Sculpture(x) → (MadeFromStone(x) ∨ MadeFromWood(x) ∨ MadeFromMetal(x))) ∧ (Painting(y) → (MadeWithPigments(y) ∧ (OnCanvas(y) ∨ OnPaper(y)))),success,2026-03-26T05:00:39.530864+00:00
581,"Mercury is closer to the sun than Earth, Venus has a thick atmosphere, and Mars has the tallest volcano in the solar system.","∀x ∀y ∀z (Mercury(x) ∧ Venus(y) ∧ Mars(z) → (CloserToSun(x, Earth) ∧ ThickAtmosphere(y) ∧ TallestVolcano(z)))","∀x1 ∀y1 ∀z1 (Mercury(x1) ∧ Venus(y1) ∧ Mars(z1) → (CloserToSun(x1, Earth) ∧ ThickAtmosphere(y1) ∧ TallestVolcano(z1)))",success,2026-03-26T05:00:40.249736+00:00
582,"A vaccine provides immunity against a specific disease, which helps in preventing its spread among the population.","∀x∀y∀z (Vaccine(x) ∧ Disease(y) ∧ Population(z) ∧ ProvidesImmunityAgainst(x, y) → HelpsInPreventingSpread(x, y, z))","∀x1∀x2∀x3 (Vaccine(x1) ∧ Disease(x2) ∧ Population(x3) ∧ ProvidesImmunityAgainst(x1, x2) → HelpsInPreventingSpread(x1, x2, x3))",success,2026-03-26T05:00:41.009147+00:00
583,Countries with a democratic government tend to respect human rights more than those with authoritarian regimes.,"∀x ∀y (Country(x) ∧ Country(y) ∧ DemocraticGovernment(x) ∧ AuthoritarianRegime(y) → MoreRespectHumanRights(x, y))","∀x1 ∀y1 (Country(x1) ∧ Country(y1) ∧ DemocraticGovernment(x1) ∧ AuthoritarianRegime(y1) → MoreRespectHumanRights(x1, y1))",success,2026-03-26T05:00:42.196641+00:00
584,A restaurant offers outdoor seating if it has a patio or a terrace that can accommodate customers.,∀x (Restaurant(x) ∧ (HasPatio(x) ∨ HasTerrace(x)) ∧ AccommodatesCustomers(x) → OffersOutdoorSeating(x)),∀x (Restaurant(x) ∧ (HasPatio(x) ∨ HasTerrace(x)) ∧ AccommodatesCustomers(x) → OffersOutdoorSeating(x)),success,2026-03-26T05:00:42.982493+00:00
585,A museum displays artifacts and may host temporary exhibitions.,"∀x∀y (Museum(x) ∧ Artifact(y) → (Displays(x, y) ∧ (HostsTemporaryExhibitions(x) ∨ ¬HostsTemporaryExhibitions(x))))","∀x1∀x2 (Museum(x1) ∧ Artifact(x2) → (Displays(x1, x2) ∧ (HostsTemporaryExhibitions(x1) ∨ ¬HostsTemporaryExhibitions(x1))))",success,2026-03-26T05:00:43.808624+00:00
586,"A hammer is a tool, used for driving nails, and has a metal head.",Tool(hammer) ∧ DrivesNails(hammer) ∧ MetalHead(hammer),Tool(hammer) ∧ DrivesNails(hammer) ∧ MetalHead(hammer),success,2026-03-26T05:00:44.524079+00:00
587,"A person who writes, directs, produces, and sometimes acts in theatrical performances, such as plays and musicals, is a playwright.",∀x (Person(x) ∧ WritesTheatricalPerformances(x) ∧ DirectsTheatricalPerformances(x) ∧ ProducesTheatricalPerformances(x) ∧ SometimesActsInPerformances(x) → Playwright(x)),∃x (Person(x) ∧ WritesTheatricalPerformances(x) ∧ DirectsTheatricalPerformances(x) ∧ ProducesTheatricalPerformances(x) ∧ SometimesActsInPerformances(x) → Playwright(x)),success,2026-03-26T05:00:45.979761+00:00
588,"Researchers study a range of topics, including natural sciences or social sciences, and publish their findings in academic journals or present at conferences.","∀x ∀y ∀z (Researcher(x) ∧ Topic(y) ∧ (NaturalSciences(y) ∨ SocialSciences(y)) ∧ Venue(z) ∧ (AcademicJournal(z) ∨ Conference(z)) → (Studies(x, y) ∧ PublishesIn(x, z) ∨ PresentsAt(x, z)))","∀x1 ∀x2 ∀x3 (Researcher(x1) ∧ Topic(x2) ∧ (NaturalSciences(x2) ∨ SocialSciences(x2)) ∧ Venue(x3) ∧ (AcademicJournal(x3) ∨ Conference(x3)) → (Studies(x1, x2) ∧ PublishesIn(x1, x3) ∨ PresentsAt(x1, x3)))",success,2026-03-26T05:00:46.986093+00:00
589,"Some marine animals, like dolphins and whales, are mammals that live in the ocean and breathe air.",∀x (MarineAnimal(x) ∧ (Dolphin(x) ∨ Whale(x)) → (Mammal(x) ∧ LivesInOcean(x) ∧ BreathesAir(x))),∀x (MarineAnimal(x) ∧ (Dolphin(x) ∨ Whale(x)) → (Mammal(x) ∧ LivesInOcean(x) ∧ BreathesAir(x))),success,2026-03-26T05:00:47.720086+00:00
590,"A dessert is sweet and either cold or hot, but not both.",∀x (Dessert(x) → (Sweet(x) ∧ (Cold(x) ⊕ Hot(x)))),∀x (Dessert(x) → (Sweet(x) ∧ (Cold(x) ⊕ Hot(x)))),success,2026-03-26T05:00:48.417188+00:00
591,Rain occurs when clouds are full and air pressure drops.,∀x (Rain(x) ↔ (CloudsFull(x) ∧ AirPressureDrops(x))),∀x (Rain(x) ↔ (CloudsFull(x) ∧ AirPressureDrops(x))),success,2026-03-26T05:00:49.029730+00:00
592,All plants that produce flowers and have seeds enclosed in a fruit are classified as angiosperms.,∀x (Plant(x) ∧ ProducesFlowers(x) ∧ SeedsInFruit(x) → Angiosperm(x)),∃x (Plant(x) ∧ ProducesFlowers(x) ∧ SeedsInFruit(x) → Angiosperm(x)),success,2026-03-26T05:00:49.845707+00:00
593,"A movie is a blockbuster if it has a large budget, high box office revenue, and positive reviews.",∀x (Movie(x) ∧ LargeBudget(x) ∧ HighBoxOffice(x) ∧ PositiveReviews(x) → Blockbuster(x)),∀x (Movie(x) ∧ LargeBudget(x) ∧ HighBoxOffice(x) ∧ PositiveReviews(x) → Blockbuster(x)),success,2026-03-26T05:00:50.520003+00:00
594,A food is considered spicy if it contains chili peppers or hot sauce.,∀x (Food(x) ∧ (ContainsChiliPeppers(x) ∨ ContainsHotSauce(x)) → Spicy(x)),∀x (Food(x) ∧ (ContainsChiliPeppers(x) ∨ ContainsHotSauce(x)) → Spicy(x)),success,2026-03-26T05:00:51.209466+00:00
595,"Tea and coffee are popular beverages that contain caffeine, but tea typically has less caffeine than coffee.","∀x ∀y (Tea(x) ∧ Coffee(y) → (PopularBeverage(x) ∧ PopularBeverage(y) ∧ ContainsCaffeine(x) ∧ ContainsCaffeine(y) ∧ LessCaffeine(x, y)))","∀x1 ∀x2 (Tea(x1) ∧ Coffee(x2) → (PopularBeverage(x1) ∧ PopularBeverage(x2) ∧ ContainsCaffeine(x1) ∧ ContainsCaffeine(x2) ∧ LessCaffeine(x1, x2)))",success,2026-03-26T05:00:52.098299+00:00
596,A cat is a type of mammal.,∀x (Cat(x) → Mammal(x)),∀x1 (Cat(x1) → Mammal(x1)),success,2026-03-26T05:00:53.348730+00:00
597,"A rainbow appears when sunlight is refracted, reflected, and dispersed by water droplets in the air, creating a spectrum of colors.",∀x (Rainbow(x) → AppearsWhenSunlightRefractedReflectedDispersedByWaterDroplets(x)),∃x (Rainbow(x) → AppearsWhenSunlightRefractedReflectedDispersedByWaterDroplets(x)),success,2026-03-26T05:00:54.386934+00:00
598,A vacuum cleaner removes dirt and dust from surfaces by creating suction with a motor.,∀x (VacuumCleaner(x) → (RemovesDirt(x) ∧ RemovesDust(x) ∧ CreatesSuction(x) ∧ HasMotor(x))),∀x1 (VacuumCleaner(x1) → (RemovesDirt(x1) ∧ RemovesDust(x1) ∧ CreatesSuction(x1) ∧ HasMotor(x1))),success,2026-03-26T05:00:55.072557+00:00
599,"A flight connects two cities, departing from one airport and arriving at another, operated by an airline.","∀x ∀y ∀z ∀w (Flight(x) ∧ City(y) ∧ City(z) ∧ Airport(w) ∧ Airline(a) → (DepartsFrom(x, w, y) ∧ ArrivesAt(x, w, z) ∧ OperatedBy(x, a)))","∀x1 ∀y1 ∀z1 ∀w1 (Flight(x1) ∧ City(y1) ∧ City(z1) ∧ Airport(w1) ∧ Airline(a) → (DepartsFrom(x1, w1, y1) ∧ ArrivesAt(x1, w1, z1) ∧ OperatedBy(x1, a)))",success,2026-03-26T05:00:55.892211+00:00
600,A device is considered wireless if it doesn't require a physical connection to function.,∀x (Device(x) ∧ ¬RequiresPhysicalConnection(x) → Wireless(x)),∀x1 (Device(x1) ∧ ¬RequiresPhysicalConnection(x1) → Wireless(x1)),success,2026-03-26T05:00:56.610517+00:00
601,Every odd number is not divisible by 2.,∀x (OddNumber(x) → ¬DivisibleByTwo(x)),∀x1 (OddNumber(x1) → ¬DivisibleByTwo(x1)),success,2026-03-26T05:00:57.324988+00:00
602,"A mountain is higher than a hill, a hill is higher than a valley, and a valley is not higher than a mountain.","∀x ∀y ∀z ((Mountain(x) ∧ Hill(y) ∧ IsHigher(x, y)) ∧ (Hill(y) ∧ Valley(z) ∧ IsHigher(y, z)) ∧ (Valley(z) ∧ Mountain(x) ∧ ¬IsHigher(z, x)))","∀x1 ∀y1 ∀z1 ((Mountain(x1) ∧ Hill(y1) ∧ IsHigher(x1, y1)) ∧ (Hill(y1) ∧ Valley(z1) ∧ IsHigher(y1, z1)) ∧ (Valley(z1) ∧ Mountain(x1) ∧ ¬IsHigher(z1, x1)))",success,2026-03-26T05:00:58.195625+00:00
603,"If a person is a scientist, they either conduct experiments or analyze data.",∀x (Person(x) ∧ Scientist(x) → ConductExperiments(x) ⊕ AnalyzeData(x)),∀x (Person(x) ∧ Scientist(x) → ConductExperiments(x) ⊕ AnalyzeData(x)),success,2026-03-26T05:00:58.853526+00:00
604,"A building is considered earthquake-resistant if it has a strong foundation, flexible structural elements, and is designed to withstand ground motion.",∀x (EarthquakeResistant(x) → (Building(x) ∧ StrongFoundation(x) ∧ FlexibleStructuralElements(x) ∧ DesignedForGroundMotion(x))),∀x (EarthquakeResistant(x) → (Building(x) ∧ StrongFoundation(x) ∧ FlexibleStructuralElements(x) ∧ DesignedForGroundMotion(x))),success,2026-03-26T05:00:59.503962+00:00
605,A student can enroll in a course if they meet the prerequisites and there is space available.,"∀x∀y (Student(x) ∧ Course(y) ∧ MeetsPrerequisites(x, y) ∧ SpaceAvailable(y) → CanEnroll(x, y))","∀x∀y (Student(x) ∧ Course(y) ∧ MeetsPrerequisites(x, y) ∧ SpaceAvailable(y) → CanEnroll(x, y))",success,2026-03-26T05:01:00.287065+00:00
606,A person is considered a doctor if they have a medical degree and can treat patients.,∀x (Person(x) ∧ HasMedicalDegree(x) ∧ CanTreatPatients(x) → Doctor(x)),∀x1 (Person(x1) ∧ HasMedicalDegree(x1) ∧ CanTreatPatients(x1) → Doctor(x1)),success,2026-03-26T05:01:01.000808+00:00
607,"An athlete is eligible for a competition if they meet the age requirement, pass a drug test, and are not disqualified for any other reason.","∀x ∀y (Athlete(x) ∧ Competition(y) ∧ AgeRequirement(x, y) ∧ DrugTest(x, y) ∧ ¬Disqualified(x, y) → Eligible(x, y))","∀x ∀y (Athlete(x) ∧ Competition(y) ∧ AgeRequirement(x, y) ∧ DrugTest(x, y) ∧ Disqualified(x, y) → Eligible(x, y))",success,2026-03-26T05:01:01.791313+00:00
608,An electronic device can be either a smartphone or a tablet.,∀x (ElectronicDevice(x) → Smartphone(x) ⊕ Tablet(x)),∀x (ElectronicDevice(x) → Smartphone(x) ⊕ Tablet(x)),success,2026-03-26T05:01:02.436718+00:00
609,A train operates on tracks and is powered by electricity or diesel.,∀x (Train(x) → (OperatesOnTracks(x) ∧ (PoweredByElectricity(x) ∨ PoweredByDiesel(x)))),∀x (Train(x) → (OperatesOnTracks(x) ∧ (PoweredByElectricity(x) ∨ PoweredByDiesel(x)))),success,2026-03-26T05:01:03.261650+00:00
610,"A sculpture is created from materials such as stone, wood, or metal.","∀x∀y (Sculpture(x) ∧ (Stone(y) ∨ Wood(y) ∨ Metal(y)) → CreatedFrom(x, y))","∀x∀x1 (Sculpture(x) ∧ (Stone(x1) ∨ Wood(x1) ∨ Metal(x1)) → CreatedFrom(x, x1))",success,2026-03-26T05:01:03.980011+00:00
611,A smartphone is deemed user-friendly when it possesses an intuitive interface and a long battery life.,∀x (Smartphone(x) ∧ IntuitiveInterface(x) ∧ LongBatteryLife(x) → UserFriendly(x)),∀x (Smartphone(x) ∧ IntuitiveInterface(x) ∧ LongBatteryLife(x) → UserFriendly(x)),success,2026-03-26T05:01:05.340832+00:00
612,A chair is broken or not in use.,∃x (Chair(x) ∧ (Broken(x) ∨ ¬InUse(x))),∃x (Chair(x) ∧ (Broken(x) ∨ ¬InUse(x))),success,2026-03-26T05:01:06.122603+00:00
613,A gardener plants flowers in a garden.,"∀x∀y∀z (Gardener(x) ∧ Flower(y) ∧ Garden(z) → PlantsIn(x, y, z))","∀x∀y∀z (Gardener(x) ∧ Flower(y) ∧ Garden(z) → PlantsIn(x, y, z))",success,2026-03-26T05:01:07.013324+00:00
614,"An event that takes place every four years, includes multiple sporting disciplines, and involves participants from numerous countries is an Olympic Games.",∀x (Event(x) ∧ TakesPlaceEveryFourYears(x) ∧ IncludesMultipleSportingDisciplines(x) ∧ InvolvesParticipantsFromNumerousCountries(x) → OlympicGames(x)),∀x (Event(x) ∧ TakesPlaceEveryFourYears(x) ∧ IncludesMultipleSportingDisciplines(x) ∧ InvolvesParticipantsFromNumerousCountries(x) → OlympicGames(x)),success,2026-03-26T05:01:07.794409+00:00
615,A chef prepares meals in a restaurant.,"∀x∀y (Chef(x) ∧ Restaurant(y) → PreparesMeals(x, y))","∀x∀y (Chef(x) ∧ Restaurant(y) → PreparesMeals(x, y))",success,2026-03-26T05:01:08.586689+00:00
616,A computer is portable if it is designed for easy transport and can be operated without a fixed power source.,∀x (Computer(x) ∧ DesignedForEasyTransport(x) ∧ OperatesWithoutFixedPowerSource(x) → Portable(x)),∀x (Computer(x) ∧ DesignedForEasyTransport(x) ∧ OperatesWithoutFixedPowerSource(x) → Portable(x)),success,2026-03-26T05:01:09.306452+00:00
617,"A sport is played with a ball and on a field, or it is played with a racket and on a court.",∀x (Sport(x) → ((PlayedWithBall(x) ∧ PlayedOnField(x)) ∨ (PlayedWithRacket(x) ∧ PlayedOnCourt(x)))),∀x (Sport(x) → ((PlayedWithBall(x) ∧ PlayedOnField(x)) ∨ (PlayedWithRacket(x) ∧ PlayedOnField(x)))),success,2026-03-26T05:01:09.950301+00:00
618,"A book becomes a bestseller if it has engaging content, widespread availability, and positive reviews.",∀x (Book(x) ∧ EngagingContent(x) ∧ WidespreadAvailability(x) ∧ PositiveReviews(x) → Bestseller(x)),∀x (Book(x) ∧ EngagingContent(x) ∧ WidespreadAvailability(x) ∧ PositiveReviews(x) → Bestseller(x)),success,2026-03-26T05:01:10.637934+00:00
619,A desert is an area with low precipitation and has sparse vegetation.,∀x (Desert(x) ↔ (LowPrecipitation(x) ∧ SparseVegetation(x))),∀x (Desert(x) ↔ (SparseVegetation(x) ∧ LowPrecipitation(x))),success,2026-03-26T05:01:11.356294+00:00
620,Chefs create dishes by combining ingredients according to a recipe.,∀x (Chef(x) → (CombineIngredients(x) ∧ FollowRecipe(x))),∀x1 (Chef(x1) → (CombineIngredients(x1) ∧ FollowRecipe(x1))),success,2026-03-26T05:01:12.027432+00:00
621,"An athlete performs better when they are well-rested or highly motivated, but not if they are injured.",∃x (Athlete(x) ∧ ((WellRested(x) ∨ HighlyMotivated(x)) ∧ ¬Injured(x) → PerformsBetter(x))),∃x (Athlete(x) ∧ ((WellRested(x) ∨ HighlyMotivated(x)) ∧ ¬Injured(x) ∨ PerformsBetter(x))),success,2026-03-26T05:01:12.787231+00:00
622,"A structure containing a lighthouse, situated on a coastal area, and serving as a navigational aid for maritime vessels is a harbor.",∀x (Structure(x) ∧ ContainsLighthouse(x) ∧ SituatedOnCoastalArea(x) ∧ ServesAsNavigationalAidForMaritimeVessels(x) → Harbor(x)),∀x (Structure(x) ∧ ContainsLighthouse(x) ∧ SituatedOnCoastalArea(x) ∧ ServesAsNavigationalAidForMaritimeVessels(x) → Harbor(x)),success,2026-03-26T05:01:14.017904+00:00
623,"An artwork is either a painting and on canvas, or a sculpture and three-dimensional, but not both.",∀x ((Artwork(x) ∧ Painting(x) ∧ OnCanvas(x)) ⊕ (Artwork(x) ∧ Sculpture(x) ∧ ThreeDimensional(x))),∀x ((Artwork(x) ∧ Painting(x) ∧ OnCanvas(x)) ⊕ (Artwork(x) ∧ Sculpture(x) ∧ ThreeDimensional(x))),success,2026-03-26T05:01:14.729779+00:00
624,A city is crowded if it has a dense population and limited space.,∀x (City(x) ∧ (DensePopulation(x) ∧ LimitedSpace(x)) → Crowded(x)),∀x (City(x) ∧ (DensePopulation(x) ∧ LimitedSpace(x)) → Crowded(x)),success,2026-03-26T05:01:15.366324+00:00
625,"A shape can be a square, circle, or triangle.",∀x (Shape(x) → (Square(x) ∨ Circle(x) ∨ Triangle(x))),∀x (Shape(x) → (Square(x) ∨ Circle(x) ∨ Triangle(x))),success,2026-03-26T05:01:16.059206+00:00
626,Dogs bark when they are excited or sense danger.,∀x (Dog(x) ∧ (Excited(x) ∨ SensesDanger(x)) → Barks(x)),∀x1 (Dog(x1) ∧ (Excited(x1) ∨ SensesDanger(x1)) → Barks(x1)),success,2026-03-26T05:01:16.979904+00:00
627,A bicycle has gears or is gearless.,∀x (Bicycle(x) → (HasGears(x) ∨ Gearless(x))),∃x (Bicycle(x) → (HasGears(x) ∨ Gearless(x))),success,2026-03-26T05:01:17.625922+00:00
628,A cell is alive if it performs cellular respiration and maintains homeostasis.,∀x (Cell(x) ∧ CellularRespiration(x) ∧ MaintainsHomeostasis(x) → Alive(x)),∀x1 (Cell(x1) ∧ CellularRespiration(x1) ∧ MaintainsHomeostasis(x1) → Alive(x1)),success,2026-03-26T05:01:18.333676+00:00
629,An item is considered valuable if it is worth a lot of money.,∀x (Item(x) ∧ WorthALotOfMoney(x) → Valuable(x)),∀x1 (Item(x1) ∧ WorthALotOfMoney(x1) → Valuable(x1)),success,2026-03-26T05:01:19.036121+00:00
630,"A garment designed to be worn on the upper body, with a collar, buttons, and long or short sleeves, is a shirt.",∀x (Garment(x) ∧ DesignedForUpperBody(x) ∧ HasCollar(x) ∧ HasButtons(x) ∧ HasLongOrShortSleeves(x) → Shirt(x)),∀x1 (Garment(x1) ∧ DesignedForUpperBody(x1) ∧ HasCollar(x1) ∧ HasButtons(x1) ∧ HasLongOrShortSleeves(x1) → Shirt(x1)),success,2026-03-26T05:01:19.809373+00:00
631,"A flight can be either international or domestic, but it cannot be both.",∀x (Flight(x) → (International(x) ⊕ Domestic(x)) ∧ ¬(International(x) ∧ Domestic(x))),∀x (Flight(x) → (International(x) ⊕ Domestic(x)) ∧ ¬International(x) ∨ Domestic(x)),success,2026-03-26T05:01:20.489364+00:00
632,"If someone is a parent and a grandparent, they must be at least two generations older than their grandchild.","∀x ∀y (Parent(x) ∧ Grandparent(x) ∧ Grandchild(y, x) → TwoGenerationsOlder(x, y))","∀x1 ∀x2 (Parent(x1) ∧ Grandparent(x1) ∧ Grandchild(x2, x1) → TwoGenerationsOlder(x1, x2))",success,2026-03-26T05:01:21.056899+00:00
633,A piece of writing is classified as non-fiction if it presents factual information and is based on reality.,∀x (PieceOfWriting(x) ∧ PresentsFactualInformation(x) ∧ BasedOnReality(x) → NonFiction(x)),∀x (PieceOfWriting(x) ∧ PresentsFactualInformation(x) ∧ BasedOnReality(x) → NonFiction(x)),success,2026-03-26T05:01:21.491567+00:00
634,"Lions are carnivores, and elephants are herbivores.",∀x ∀y (Lion(x) ∧ Elephant(y) → (Carnivore(x) ∧ Herbivore(y))),∀x ∀y (Lion(x) ∧ Elephant(y) → (Carnivore(x) ∧ Herbivore(y))),success,2026-03-26T05:01:22.719422+00:00
635,A video game x becomes popular in demographic y when it appeals to their interests and has engaging gameplay elements.,"∀x ∀y (VideoGame(x) ∧ Demographic(y) ∧ AppealsToInterests(x, y) ∧ EngagingGameplay(x) → BecomesPopular(x, y))","∀x ∀y (VideoGame(x) ∧ Demographic(y) ∧ AppealsToInterests(x, y) ∧ EngagingGameplay(x) → BecomesPopular(x, y))",success,2026-03-26T05:01:23.129998+00:00
636,"A smartphone must have at least one of the following: camera, GPS, or internet access.",∀x (Smartphone(x) → (Camera(x) ∨ GPS(x) ∨ InternetAccess(x))),∀x (Smartphone(x) → (Camera(x) ∨ GPS(x) ∨ InternetAccess(x))),success,2026-03-26T05:01:23.427950+00:00
637,An elevator moves vertically and transports people or goods between floors.,∀x (Elevator(x) → (MovesVertically(x) ∧ TransportsBetweenFloors(x))),∀x1 (Elevator(x1) → (MovesVertically(x1) ∧ TransportsBetweenFloors(x1))),success,2026-03-26T05:01:23.847592+00:00
638,"A diverse ecosystem supports a variety of species, such as plants, animals, and microorganisms, which interact and depend on one another for survival.","∀x∀y∀z (Ecosystem(x) ∧ Diverse(x) → (SupportsVarietyOfSpecies(x, y) ∧ IncludesPlants(y) ∧ IncludesAnimals(y) ∧ IncludesMicroorganisms(z) ∧ InteractAndDependOnOneAnother(x)))","∀x1∀y1∀z1 (Ecosystem(x1) ∧ Diverse(x1) → (SupportsVarietyOfSpecies(x1, y1) ∧ IncludesPlants(y1) ∧ IncludesAnimals(y1) ∧ IncludesMicroorganisms(z1) ∧ InteractAndDependOnOneAnother(x1)))",success,2026-03-26T05:01:24.354761+00:00
