id,generated_fopl,ground_truth_fopl,structural_match,alpha_equivalent,normalized_match,status,timestamp
457,∀x (Vehicle(x) ∧ Bicycle(x) → HasTwoWheels(x) ∨ HumanPowered(x)),∀x (Vehicle(x) ∧ Bicycle(x) → HasTwoWheels(x) ∧ HumanPowered(x)),1,1,1,success,2026-03-26T23:20:08.895312+00:00
458,∀x (Substance(x) ∧ ChemicallyReactive(x) ↔ (ReactsWithAcids(x) ⊕ ReactsWithBases(x))),∀x (Substance(x) ∧ ChemicallyReactive(x) ↔ (ReactsWithAcids(x) ⊕ ReactsWithBases(x))),0,0,0,success,2026-03-26T23:20:08.895312+00:00
459,∀x (FoodItem(x) ∧ LimitedShelfLife(x) ∧ RequiresRefrigerationOrFreezing(x) → Perishable(x)),∀x (FoodItem(x) ∧ LimitedShelfLife(x) ∧ RequiresRefrigerationOrFreezing(x) → Perishable(x)),1,1,1,success,2026-03-26T23:20:08.895312+00:00
460,∀x1 (Individual(x1) ∧ CanSpeakTwoLanguages(x1) ∧ UnderstandsTwoLanguages(x1) → Bilingual(x1)),∀x (Individual(x) ∧ CanSpeakTwoLanguages(x) ∧ UnderstandsTwoLanguages(x) → Bilingual(x)),1,1,1,success,2026-03-26T23:20:08.895312+00:00
461,∀x ((¬NocturnalAnimal(x) ∨ ActiveAtNight(x)) ∧ (¬DiurnalAnimal(x) ∨ ActiveDuringDay(x))),∀x (NocturnalAnimal(x) → ActiveAtNight(x)) ∧ (DiurnalAnimal(x) → ActiveDuringDay(x)),0,1,1,success,2026-03-26T23:20:08.895312+00:00
462,∀x (¬EffectiveWorkoutRoutine(x) ∨ (CardiovascularExercises(x) ∧ StrengthTraining(x) ∧ FlexibilityExercises(x))),∀x (EffectiveWorkoutRoutine(x) → (CardiovascularExercises(x) ∧ StrengthTraining(x) ∧ FlexibilityExercises(x))),0,0,1,success,2026-03-26T23:20:08.896314+00:00
463,∀x (¬Dog(x) ∨ ¬Hungry(x) ∨ Barks(x)),∀x (Dog(x) ∧ Hungry(x) → Barks(x)),0,0,1,success,2026-03-26T23:20:08.896314+00:00
464,∀x (Dog(x) → Mammal(x)) ∧ ∃x (Dog(x) ∧ TrainedGuideDog(x)),∀x (Dog(x) → Mammal(x)) ∧ ∃x (Dog(x) ∧ TrainedGuideDog(x)),1,1,1,success,2026-03-26T23:20:08.896314+00:00
465,∀x (University(x) ↔ (InstitutionOfHigherLearning(x) ∧ OffersUndergraduateAndGraduateDegreePrograms(x) ∧ ProvidesResearchAndTeachingOpportunitiesForFaculty(x))),∀x (University(x) ↔ (InstitutionOfHigherLearning(x) ∧ OffersUndergraduateAndGraduateDegreePrograms(x) ∧ ProvidesResearchAndTeachingOpportunitiesForFaculty(x))),1,1,1,success,2026-03-26T23:20:08.896314+00:00
466,∀x (Vacation(x) ∧ Memorable(x) ↔ (UniqueExperiences(x) ∧ ScenicLocations(x) ∧ (OpportunitiesForRelaxation(x) ∨ ExcitingActivities(x)))),∀x (Vacation(x) ∧ Memorable(x) ↔ (UniqueExperiences(x) ∧ ScenicLocations(x) ∧ (OpportunitiesForRelaxation(x) ∨ ExcitingActivities(x)))),1,1,1,success,2026-03-26T23:20:08.896314+00:00
467,∀x (Movie(x) → ((Comedy(x) ∧ ¬Drama(x) ∧ ¬Thriller(x)) ∨ (¬Comedy(x) ∧ Drama(x) ∧ ¬Thriller(x)) ∨ (¬Comedy(x) ∧ ¬Drama(x) ∧ ¬Thriller(x)))),∀x (Movie(x) → ((Comedy(x) ∧ ¬Drama(x) ∧ ¬Thriller(x)) ∨ (¬Comedy(x) ∧ Drama(x) ∧ ¬Thriller(x)) ∨ (¬Comedy(x) ∧ ¬Drama(x) ∧ Thriller(x)))),1,1,1,success,2026-03-26T23:20:08.897314+00:00
468,"¬∃x ¬∀y ¬∀z (OnlineShoppingPlatform(x) ∧ Order(y) ∧ Customer(z) ∧ PaymentSuccessful(z) ∧ ItemInStock(y) ∧ ShippingDetailsVerified(y) → Processes(x, y, z))","∀x ∀y ∀z (OnlineShoppingPlatform(x) ∧ Order(y) ∧ Customer(z) ∧ PaymentSuccessful(z) ∧ ItemInStock(y) ∧ ShippingDetailsVerified(y) → Processes(x, y, z))",0,1,1,success,2026-03-26T23:20:08.897314+00:00
469,¬∃x (Event(x) ∧ Outdoors(x) ∧ LargeAudience(x) ∧ ¬Popular(x)),∀x (Event(x) ∧ Outdoors(x) ∧ LargeAudience(x) → Popular(x)),0,0,1,success,2026-03-26T23:20:08.897314+00:00
470,∀x (Sculpture(x) ∧ Abstract(x) ↔ ¬DepictsRecognizableObjectsOrFigures(x)),∀x (Sculpture(x) ∧ Abstract(x) ↔ ¬DepictsRecognizableObjectsOrFigures(x)),0,0,1,success,2026-03-26T23:20:08.897314+00:00
471,∀x (Museum(x) ↔ (InstitutionThatCollectsPreservesAndDisplaysObjects(x) ∧ OfHistoricalArtisticOrScientificInterest(x) ∨ ForPublicEducationAndEnjoyment(x))),∀x (Museum(x) ↔ (InstitutionThatCollectsPreservesAndDisplaysObjects(x) ∧ OfHistoricalArtisticOrScientificInterest(x) ∧ ForPublicEducationAndEnjoyment(x))),1,1,1,success,2026-03-26T23:20:08.897314+00:00
472,"∀x∀y (Comet(x) ∧ Earth(y) ∧ IcySurfaceVaporizes(x) ∧ ApproachesSun(x) → (VisibleFromEarth(x, y) ∨ CreatesGlowingTail(x)))","∀x∀y (Comet(x) ∧ Earth(y) ∧ IcySurfaceVaporizes(x) ∧ ApproachesSun(x) → (VisibleFromEarth(x, y) ∧ CreatesGlowingTail(x)))",1,1,1,success,2026-03-26T23:20:08.897314+00:00
473,∀x (Movie(x) ∧ HighBudget(x) ∧ WellKnownActors(x) ∧ HighBoxOfficeEarnings(x) → Blockbuster(x)),∀x (Movie(x) ∧ HighBudget(x) ∧ WellKnownActors(x) ∧ HighBoxOfficeEarnings(x) → Blockbuster(x)),0,0,0,success,2026-03-26T23:20:08.898318+00:00
474,∀x (Beverage(x) → (Hot(x) ∨ Cold(x)) ∧ ¬InstantTemperatureChange(x)),∀x (Beverage(x) → (Hot(x) ∨ Cold(x)) ∧ ¬InstantTemperatureChange(x)),1,1,1,success,2026-03-26T23:20:08.898318+00:00
475,∀x (¬Computer(x) ∨ ¬PowerfulProcessor(x) ∨ ¬DedicatedGraphicsCard(x) ∨ ¬AmpleMemory(x) ∨ SuitableForGaming(x)) ∧ (¬Computer(x) ∨ ¬LowProcessingPower(x) ∨ ¬InsufficientMemory(x) ∨ ¬SuitableForGaming(x)),∀x (Computer(x) ∧ PowerfulProcessor(x) ∧ DedicatedGraphicsCard(x) ∧ AmpleMemory(x) → SuitableForGaming(x)) ∧ (Computer(x) ∧ LowProcessingPower(x) ∧ InsufficientMemory(x) → ¬SuitableForGaming(x)),0,1,1,success,2026-03-26T23:20:08.898318+00:00
476,∀x (Bird(x) → (LaysEggs(x) ∧ (¬CanFly(x) ∨ CanFly(x)))),∀x (Bird(x) → (LaysEggs(x) ∧ CanFly(x) ⊕ ¬CanFly(x))),0,0,1,success,2026-03-26T23:20:08.898318+00:00
477,∀x (Square(x) → (AllSidesEqualLength(x) ∨ AllAnglesEqualToNinetyDegrees(x))),∀x (Square(x) → (AllSidesEqualLength(x) ∧ AllAnglesEqualToNinetyDegrees(x))),0,0,1,success,2026-03-26T23:20:08.898318+00:00
478,∀x (Building(x) ∧ HousesCollectionOfBooks(x) ∧ HousesMultimediaResources(x) ∧ HousesOtherMaterials(x) ∧ (PublicUse(x) ∨ AcademicResearch(x)) → Library(x)),∀x (Building(x) ∧ HousesCollectionOfBooks(x) ∧ HousesMultimediaResources(x) ∧ HousesOtherMaterials(x) ∧ (PublicUse(x) ∨ AcademicResearch(x)) → Library(x)),1,1,1,success,2026-03-26T23:20:08.898318+00:00
479,∀x (Forest(x) → (Place(x) ∧ LargeArea(x) ∧ CoveredWithTrees(x) ∧ HasUndergrowth(x))),∀x (Forest(x) ↔ (Place(x) ∧ LargeArea(x) ∧ CoveredWithTrees(x) ∧ HasUndergrowth(x))),1,1,1,success,2026-03-26T23:20:08.899313+00:00
480,∀x (Structure(x) ∧ MultipleFloors(x) ∧ ConnectedByStairsOrElevators(x) ∧ DesignedForOfficeOrCommercialUse(x) → OfficeBuilding(x)),∀x (Structure(x) ∧ MultipleFloors(x) ∧ ConnectedByStairsOrElevators(x) ∧ DesignedForOfficeOrCommercialUse(x) → OfficeBuilding(x)),1,1,1,success,2026-03-26T23:20:08.899313+00:00
481,∀x (ElectronicDevice(x) ∧ RecordsAndStoresVideoFootage(x) ∧ UsesLensToCaptureImages(x) ∧ IncludesAudioRecording(x) → VideoCamera(x)),∀x (ElectronicDevice(x) ∧ RecordsAndStoresVideoFootage(x) ∧ UsesLensToCaptureImages(x) ∧ IncludesAudioRecording(x) → VideoCamera(x)),1,1,1,success,2026-03-26T23:20:08.899313+00:00
482,"∀x ∃y (Office(x) ∧ Employee(y) ∧ WorksAt(y, x))","∀x ∃y (Office(x) ∧ Employee(y) ∧ WorksAt(y, x))",1,1,1,success,2026-03-26T23:20:08.899313+00:00
483,∀x (¬CommunicationTechnology(x) ∨ ¬UsesRadioWaves(x) ∨ (AllowsWirelessDataTransfer(x) ∧ SupportsVariousDevices(x) ∧ HasSpecificRange(x))),∀x (CommunicationTechnology(x) ∧ UsesRadioWaves(x) → AllowsWirelessDataTransfer(x) ∧ SupportsVariousDevices(x) ∧ HasSpecificRange(x)),0,1,1,success,2026-03-26T23:20:08.899313+00:00
484,"∀x1 ∀x2 ∀x3 (Alloy(x1) ∧ MetallicElement(x2) ∧ EnhancedProperty(x3) ∧ CombinesElementsAndResultsInMaterialWithEnhancedProperties(x1, x2, x3) → Created(x1))","∀x ∀y ∀z (Alloy(x) ∧ MetallicElement(y) ∧ EnhancedProperty(z) ∧ CombinesElementsAndResultsInMaterialWithEnhancedProperties(x, y, z) → Created(x))",0,0,1,success,2026-03-26T23:20:08.899313+00:00
485,"∀x∀y∀z (Lion(x) ∧ Prey(y) ∧ Pride(z) → (¬¬Hunts(x, y) ∧ LivesIn(x, z)))","∀x∀y∀z (Lion(x) ∧ Prey(y) ∧ Pride(z) → (Hunts(x, y) ∧ LivesIn(x, z)))",0,0,1,success,2026-03-26T23:20:08.900307+00:00
486,∀x (TropicalRainforest(x) → (¬¬HighRainfall(x) ∧ WarmHumidClimate(x) ∧ VastDiversityOfSpecies(x) ∧ BiologicallyRichEcosystem(x))),∀x (TropicalRainforest(x) → (HighRainfall(x) ∧ WarmHumidClimate(x) ∧ VastDiversityOfSpecies(x) ∧ BiologicallyRichEcosystem(x))),1,1,1,success,2026-03-26T23:20:08.900307+00:00
487,"∀x ∀y (Zoo(x) ∧ (Mammal(x, y) ∧ (Elephant(y) ∨ Giraffe(y)) ∨ Reptile(x, y) ∧ (Snake(y) ∨ Crocodile(y)) ∨ Bird(x, y) ∧ (Parrot(y) ∨ Crocodile(y))))","∀x ∀y (Zoo(x) ∧ (Mammal(x, y) ∧ (Elephant(y) ∨ Giraffe(y)) ∨ Reptile(x, y) ∧ (Snake(y) ∨ Crocodile(y)) ∨ Bird(x, y) ∧ (Parrot(y) ∨ Penguin(y))))",1,1,1,success,2026-03-26T23:20:08.900551+00:00
488,∀x (Desert(x) → (Dry(x) ∧ LittleRainfall(x))),∀x (Desert(x) → Dry(x) ∧ LittleRainfall(x)),0,0,0,success,2026-03-26T23:20:08.900551+00:00
489,¬∀x1 (Artwork(x1) → (Painting(x1) ∨ Sculpture(x1))) ∧ ∃x2 (Artwork(x2) ∧ Installation(x2)),¬∀x (Artwork(x) → (Painting(x) ∨ Sculpture(x))) ∧ ∃y (Artwork(y) ∧ Installation(y)),1,1,1,success,2026-03-26T23:20:08.900551+00:00
490,"∀x∀y∀z (SolarSystem(x) ∧ Planet(y) ∧ Moon(z) ∧ OrbitsStar(y, x) ∧ OrbitsPlanet(z, y) → AffectedByStarsGravitationalForce(y, x) ∧ AffectedByStarsGravitationalForce(z, x))","∀x∀y∀z (SolarSystem(x) ∧ Planet(y) ∧ Moon(z) ∧ OrbitsStar(y, x) ∧ OrbitsPlanet(z, y) → AffectedByStarsGravitationalForce(y, x) ∧ AffectedByStarsGravitationalForce(z, x))",0,1,1,success,2026-03-26T23:20:08.900551+00:00
491,¬∃x (¬Park(x) ∨ ¬WellMaintainedGreenSpaces(x) ∨ ¬SafePlayAreasForChildren(x) ∨ ¬AccessibleWalkingPaths(x) ∨ PopularDestinationForFamiliesAndOutdoorEnthusiasts(x)),∀x (Park(x) ∧ WellMaintainedGreenSpaces(x) ∧ SafePlayAreasForChildren(x) ∧ AccessibleWalkingPaths(x) → PopularDestinationForFamiliesAndOutdoorEnthusiasts(x)),0,0,1,success,2026-03-26T23:20:08.900959+00:00
492,∀x ((Film(x) ∧ Comedy(x) ∧ WonAward(x)) → SuccessfulComedyFilm(x)),∀x ((Film(x) ∧ Comedy(x) ∧ WonAward(x)) → SuccessfulComedyFilm(x)),0,0,1,success,2026-03-26T23:20:08.900959+00:00
493,∀x (Artwork(x) ∧ AestheticallyPleasing(x) ∧ RenownedArtist(x) ∧ (Rare(x) ∨ HistoricalSignificance(x)) → Valuable(x)),∀x (Artwork(x) ∧ AestheticallyPleasing(x) ∧ RenownedArtist(x) ∧ (Rare(x) ∨ HistoricalSignificance(x)) → Valuable(x)),1,1,1,success,2026-03-26T23:20:08.900959+00:00
494,∃x1 (Dessert(x1) ∧ Sweet(x1) ∧ Sour(x1)),∃x (Dessert(x) ∧ Sweet(x) ∧ Sour(x)),1,1,1,success,2026-03-26T23:20:08.900959+00:00
495,∀x (Square(x) → Rectangle(x)) ∧ ∃y (Rectangle(y) ∧ ¬Square(y)),∀x (Square(x) → Rectangle(x)) ∧ ∃y (Rectangle(y) ∧ ¬Square(y)),1,1,1,success,2026-03-26T23:20:08.900959+00:00
496,∀x1 (CelestialBody(x1) ∧ Planet(x1) → OrbitsStar(x1) ∧ SphericalShape(x1)),∀x (CelestialBody(x) ∧ Planet(x) → OrbitsStar(x) ∧ SphericalShape(x)),1,1,1,success,2026-03-26T23:20:08.900959+00:00
497,"∀x∀y∀z∀w (Archaeologist(x) ∧ AncientSite(y) ∧ Artifact(z) ∧ PastCivilization(w) → (Excavates(x, y) ∧ Discovers(x, z) ∧ StudiesHistoryAndCulture(x, w)))","∀x∀y∀z∀w (Archaeologist(x) ∧ AncientSite(y) ∧ Artifact(z) ∧ PastCivilization(w) → (Excavates(x, y) ∧ Discovers(x, z) ∧ StudiesHistoryAndCulture(x, w)))",0,1,1,success,2026-03-26T23:20:08.900959+00:00
498,∀x (Substance(x) ∧ Solid(x) ∧ Shiny(x) ∧ ConductsHeat(x) ∧ ConductsElectricity(x) → Metal(x)),∀x (Substance(x) ∧ Solid(x) ∧ Shiny(x) ∧ ConductsHeat(x) ∧ ConductsElectricity(x) → Metal(x)),0,0,1,success,2026-03-26T23:20:08.900959+00:00
499,∀x (Mountain(x) ∧ ¬ElevationAbove8000Meters(x) → EightThousander(x)),∀x (Mountain(x) ∧ ElevationAbove8000Meters(x) → EightThousander(x)),0,0,1,success,2026-03-26T23:20:08.900959+00:00
500,∀x (Plant(x) ∧ ReceivesProperCareIncludingPruningAndPestControl(x) → (Thrives(x) ∧ ProducesHigherYields(x))),∀x (Plant(x) ∧ ReceivesProperCareIncludingPruningAndPestControl(x) → (Thrives(x) ∧ ProducesHigherYields(x))),1,1,1,success,2026-03-26T23:20:08.900959+00:00
501,∃x ∃y ∃z (Astronaut(x) ∧ Explores(x) ∧ Scientist(y) ∧ Researches(y) ∧ Writer(z) ∨ Writes(z)),∃x ∃y ∃z (Astronaut(x) ∧ Explores(x) ∧ Scientist(y) ∧ Researches(y) ∧ Writer(z) ∧ Writes(z)),1,1,1,success,2026-03-26T23:20:08.900959+00:00
502,∃x (Rectangle(x) → (HasFourSides(x) ∧ HasFourRightAngles(x))),∀x (Rectangle(x) → (HasFourSides(x) ∧ HasFourRightAngles(x))),1,1,1,success,2026-03-26T23:20:08.900959+00:00
503,∀x1 ∀y1 ∀z1 (Novel(x1) ∧ DocumentaryFilm(y1) ∧ Poem(z1) → (Fictional(x1) ∧ PresentsFacts(y1) ∧ ExpressesEmotions(z1))),∀x ∀y ∀z (Novel(x) ∧ DocumentaryFilm(y) ∧ Poem(z) → (Fictional(x) ∧ PresentsFacts(y) ∧ ExpressesEmotions(z))),0,0,0,success,2026-03-26T23:20:08.900959+00:00
504,"∀x1 ∀x2 (Garden(x1) ∧ (Flower(x2) ∨ Plant(x2)) → (Has(x1, x2) ∧ Requires(x2, Sunlight) ∧ Requires(x2, Water)))","∀x ∀y (Garden(x) ∧ (Flower(y) ∨ Plant(y)) → (Has(x, y) ∧ Requires(y, Sunlight) ∧ Requires(y, Water)))",0,1,1,success,2026-03-26T23:20:08.900959+00:00
505,∀x (Planet(x) ∧ ThinAtmosphere(x) ∧ BelowFreezingPoint(x) → UnsupportiveOfHumanLife(x)),∀x (Planet(x) ∧ ThinAtmosphere(x) ∧ BelowFreezingPoint(x) → UnsupportiveOfHumanLife(x)),0,1,1,success,2026-03-26T23:20:08.900959+00:00
506,¬∃x ¬(Language(x) → (Written(x) ∨ Spoken(x))),¬(∀x (Language(x) → (Written(x) ∨ Spoken(x)))),0,0,1,success,2026-03-26T23:20:08.900959+00:00
507,∀x1 (Cell(x1) → (HasNucleus(x1) ∨ Prokaryotic(x1))),∀x (Cell(x) → (HasNucleus(x) ∨ Prokaryotic(x))),0,0,1,success,2026-03-26T23:20:08.900959+00:00
508,∀x (Lake(x) → (ContainsFish(x) ∧ SupportsAquaticPlants(x) ∧ ServesAsHabitat(x))),∀x (Lake(x) → (ContainsFish(x) ∧ SupportsAquaticPlants(x) ∧ ServesAsHabitat(x))),1,1,1,success,2026-03-26T23:20:08.900959+00:00
509,∀x (Theater(x) ↔ (HostsLivePerformances(x) ∨ HostsMovies(x))),∀x (Theater(x) ↔ (HostsLivePerformances(x) ∨ HostsMovies(x))),1,1,1,success,2026-03-26T23:20:08.900959+00:00
510,∀x1 (EndangeredSpecies(x1) → ProtectedByLaw(x1)),∀x (EndangeredSpecies(x) → ProtectedByLaw(x)),1,1,1,success,2026-03-26T23:20:08.900959+00:00
511,∀x1 (Smartphone(x1) ∧ (IntuitiveInterface(x1) ∨ UsefulFeatures(x1)) → UserFriendly(x1)),∀x (Smartphone(x) ∧ (IntuitiveInterface(x) ∨ UsefulFeatures(x)) → UserFriendly(x)),1,1,1,success,2026-03-26T23:20:08.900959+00:00
512,∀x1 (Flashlight(x1) → (UsefulInDarkPlaces(x1) ∨ UsefulDuringPowerOutage(x1))),∀x (Flashlight(x) → (UsefulInDarkPlaces(x) ∨ UsefulDuringPowerOutage(x))),0,1,1,success,2026-03-26T23:20:08.900959+00:00
513,∀x (¬Movie(x) ∨ ¬IntenseActionScenes(x) ∨ ¬SuspensefulAtmosphere(x) ∨ Thrilling(x)),∀x (Movie(x) ∧ IntenseActionScenes(x) ∧ SuspensefulAtmosphere(x) → Thrilling(x)),0,0,1,success,2026-03-26T23:20:08.900959+00:00
514,"∀x∀y (FoodItem(x) ∧ Grains(y) ∧ MadeFrom(x, y) ∧ TypicallyBaked(x) ∧ StapleInManyCultures(x) → Bread(x))","∀x∀y (FoodItem(x) ∧ Grains(y) ∧ MadeFrom(x, y) ∧ TypicallyBaked(x) ∧ StapleInManyCultures(x) → Bread(x))",0,0,1,success,2026-03-26T23:20:08.900959+00:00
515,∀x (Bird(x) ∧ (CanFly(x) ∨ BuildsNests(x)) ∧ Insect(x) ∧ (CanCrawl(x) ∨ CanFly(x))),∀x (Bird(x) ∧ (CanFly(x) ∨ BuildsNests(x)) ∧ Insect(x) ∧ (CanCrawl(x) ∨ CanFly(x))),1,1,1,success,2026-03-26T23:20:08.900959+00:00
516,∀x (¬Mountain(x) ∨ (ExperiencesSnowfall(x) ∧ HasSteepSlopes(x) ∧ AttractsHikers(x))),∀x (Mountain(x) → (ExperiencesSnowfall(x) ∧ HasSteepSlopes(x) ∧ AttractsHikers(x))),1,1,1,success,2026-03-26T23:20:08.900959+00:00
517,∃x (Gymnasium(x) ↔ (FacilityEquippedForPhysicalExerciseSportsAndFitnessTraining(x))),∀x (Gymnasium(x) ↔ (FacilityEquippedForPhysicalExerciseSportsAndFitnessTraining(x))),1,1,1,success,2026-03-26T23:20:08.900959+00:00
518,∀x (Area(x) ∧ LargeConcentrationOfTreesAndPlants(x) ∧ AbsorbsCarbonDioxide(x) ∧ ProducesOxygen(x) → CarbonSink(x)),∀x (Area(x) ∧ LargeConcentrationOfTreesAndPlants(x) ∧ AbsorbsCarbonDioxide(x) ∧ ProducesOxygen(x) → CarbonSink(x)),0,0,0,success,2026-03-26T23:20:08.900959+00:00
519,¬∃x ¬(¬Person(x) ∨ ¬Teacher(x) ∨ (HasTeachingDegree(x) ∧ WorksAtEducationalInstitution(x))),∀x (Person(x) ∧ Teacher(x) → (HasTeachingDegree(x) ∧ WorksAtEducationalInstitution(x))),0,1,1,success,2026-03-26T23:20:08.900959+00:00
520,∀x (CookingClass(x) ∧ ¬TraditionalCuisine(x) ∧ ¬BakingClass(x) → (TeachesVeganDishes(x) ∨ TeachesGlutenFreeDishes(x))),∀x (CookingClass(x) ∧ ¬(TraditionalCuisine(x) ∨ BakingClass(x)) → (TeachesVeganDishes(x) ∨ TeachesGlutenFreeDishes(x))),0,0,1,success,2026-03-26T23:20:08.900959+00:00
521,∃x (Apple(x) → Fruit(x)),∀x (Apple(x) → Fruit(x)),0,0,1,success,2026-03-26T23:20:08.900959+00:00
522,∀x (Building(x) ∧ DedicatedToCollection(x) ∧ DedicatedToPreservation(x) ∧ DedicatedToInterpretation(x) ∧ DedicatedToDisplay(x) ∨ Museum(x)),∀x (Building(x) ∧ DedicatedToCollection(x) ∧ DedicatedToPreservation(x) ∧ DedicatedToInterpretation(x) ∧ DedicatedToDisplay(x) → Museum(x)),1,1,1,success,2026-03-26T23:20:08.900959+00:00
523,∀x (Smartphone(x) ↔ (CanMakePhoneCalls(x) ∧ CanSendMessages(x) ∨ CanAccessInternet(x))),∀x (Smartphone(x) ↔ (CanMakePhoneCalls(x) ∧ CanSendMessages(x) ∧ CanAccessInternet(x))),1,1,1,success,2026-03-26T23:20:08.900959+00:00
524,"∀x (Berry(x) → (Fruit(x) ∧ FleshyExocarp(x) ∧ ∃x1 (MultipleSeeds(x1) ∧ HasSeeds(x, x1)) ∧ SingleOvary(x)))","∀x (Berry(x) → (Fruit(x) ∧ FleshyExocarp(x) ∧ ∃y (MultipleSeeds(y) ∧ HasSeeds(x, y)) ∧ SingleOvary(x)))",1,1,1,success,2026-03-26T23:20:08.900959+00:00
525,"∀x1 ∀x2 (Medication(x1) ∧ MedicalCondition(x2) ∧ (TargetsUnderlyingCause(x1, x2) ∨ AlleviatesSymptoms(x1, x2)) → TreatsCondition(x1, x2))","∀x ∀y (Medication(x) ∧ MedicalCondition(y) ∧ (TargetsUnderlyingCause(x, y) ∨ AlleviatesSymptoms(x, y)) → TreatsCondition(x, y))",1,1,1,success,2026-03-26T23:20:08.900959+00:00
526,∀x (MathematicalOperation(x) → (Addition(x) ∨ Subtraction(x))),∀x (MathematicalOperation(x) → (Addition(x) ⊕ Subtraction(x))),0,1,1,success,2026-03-26T23:20:08.900959+00:00
527,∃x (Dentist(x) → (DiagnosesDentalProblems(x) ∧ TreatsDentalProblems(x))),∀x (Dentist(x) → (DiagnosesDentalProblems(x) ∧ TreatsDentalProblems(x))),0,0,1,success,2026-03-26T23:20:08.900959+00:00
528,"∀x (Country(x) → ∃x1 (Capital(x1) ∧ HasCapital(x, x1)))","∀x (Country(x) → ∃y (Capital(y) ∧ HasCapital(x, y)))",0,0,1,success,2026-03-26T23:20:08.900959+00:00
529,∀x1 (Bicycle(x1) → (HasTwoWheels(x1) ∧ PoweredByPedals(x1))),∀x (Bicycle(x) → (HasTwoWheels(x) ∧ PoweredByPedals(x))),1,1,1,success,2026-03-26T23:20:08.900959+00:00
530,"∀x1∀y1∀z1 (Game(x1) ∧ InterestingStoryline(y1) ∧ ChallengingGameplay(z1) ∧ ImmersiveGraphics(x1) → Engaging(x1, y1, z1))","∀x∀y∀z (Game(x) ∧ InterestingStoryline(y) ∧ ChallengingGameplay(z) ∧ ImmersiveGraphics(x) → Engaging(x, y, z))",1,1,1,success,2026-03-26T23:20:08.900959+00:00
531,∀x (Vehicle(x) ∧ PrimarilyPoweredByElectricMotor(x) ∧ HasRechargeableBattery(x) → ElectricVehicle(x)),∀x (Vehicle(x) ∧ PrimarilyPoweredByElectricMotor(x) ∧ HasRechargeableBattery(x) → ElectricVehicle(x)),1,1,1,success,2026-03-26T23:20:08.900959+00:00
532,∀x (Triangle(x) → (ThreeSides(x) ∧ ThreeAngles(x))) ∧ ∀y (Square(y) → (FourSides(y) ∧ FourRightAngles(y))),∀x (Triangle(x) → (ThreeSides(x) ∧ ThreeAngles(x))) ∧ ∀y (Square(y) → (FourSides(y) ∧ FourRightAngles(y))),1,1,1,success,2026-03-26T23:20:08.907406+00:00
533,"∀x∀y (¬Mammal(x) ∨ ¬LiveOffspring(y) ∨ (GivesBirthTo(x, y) ∧ ProvidesNourishmentThroughSecretionOfMilkFromMammaryGlands(x)))","∀x∀y (Mammal(x) ∧ LiveOffspring(y) → GivesBirthTo(x, y) ∧ ProvidesNourishmentThroughSecretionOfMilkFromMammaryGlands(x))",0,0,0,success,2026-03-26T23:20:08.907406+00:00
534,∀x (MobileApp(x) ∧ Popular(x) ↔ (UserFriendlyNavigation(x) ∧ PracticalFunctionality(x) ∧ RegularUpdates(x) ∧ ¬Buggy(x))),∀x (MobileApp(x) ∧ Popular(x) ↔ (UserFriendlyNavigation(x) ∧ PracticalFunctionality(x) ∧ RegularUpdates(x) ∧ ¬Buggy(x))),0,1,1,success,2026-03-26T23:20:08.907875+00:00
535,∀x (Tree(x) → (ProducesOxygen(x) ∧ ProvidesShade(x) ∧ ProvidesHabitat(x))),∀x (Tree(x) → (ProvidesShade(x) ∧ ProducesOxygen(x) ∧ ProvidesHabitat(x))),0,0,1,success,2026-03-26T23:20:08.907875+00:00
536,∀x (ArchitecturalStyle(x) ∧ Gothic(x) → FeaturesPointedArches(x) ∧ FeaturesRibbedVaults(x) ∧ FeaturesFlyingButtresses(x)),∀x (ArchitecturalStyle(x) ∧ Gothic(x) → FeaturesPointedArches(x) ∧ FeaturesRibbedVaults(x) ∧ FeaturesFlyingButtresses(x)),0,0,1,success,2026-03-26T23:20:08.907875+00:00
537,∀x (Candidate(x) ∧ (RelevantExperience(x) ∨ StrongCommunicationSkills(x) ∨ DemonstratesAdaptability(x)) ∧ SuitableForJob(x)),∀x (Candidate(x) ∧ (RelevantExperience(x) ∨ StrongCommunicationSkills(x) ∨ DemonstratesAdaptability(x)) → SuitableForJob(x)),1,1,1,success,2026-03-26T23:20:08.907875+00:00
538,∀x∀y (Television(x) ∧ Radio(y) → (DisplaysVideo(x) ∧ BroadcastsAudio(y) ∧ ¬DisplaysVideo(y))),∀x∀y (Television(x) ∧ Radio(y) → (DisplaysVideo(x) ∧ BroadcastsAudio(y) ∧ ¬DisplaysVideo(y))),1,1,1,success,2026-03-26T23:20:08.907875+00:00
539,∀x (Country(x) ∧ Landlocked(x) → ¬HasCoastline(x)),∀x (Country(x) ∧ Landlocked(x) → ¬HasCoastline(x)),1,1,1,success,2026-03-26T23:20:08.907875+00:00
